Botswana,,,OM BVO,
Bulgaria,71637,28.08.2018,Teleman,
Cyprus,80598,05.06.2019,OM BVI,
Iraq,Pending,,Hristo,
Lesotho,,,OM BVI,
Liberia,Pending,,OM BVI,
Malawi,,,OM BVI,
Namibia,,,OM BVI,
Nigeria,,,OM BVO,Marcaria
OAPI,,,OM BVI,
Swaziland,,,OM BVI,
Tanzania,,,OM BVI,
Uganda,,,OM BVI,
United Arab Emirates,181444,04.11.2022,OM BVI,
Zimbabwe,,,OM BVI,
